"Step","fiery-snowball-4 - SwitchAutoEncoder-0/l2_loss","fiery-snowball-4 - SwitchAutoEncoder-0/l2_loss__MIN","fiery-snowball-4 - SwitchAutoEncoder-0/l2_loss__MAX","fiery-snowball-4 - SwitchAutoEncoder-1/l2_loss","fiery-snowball-4 - SwitchAutoEncoder-1/l2_loss__MIN","fiery-snowball-4 - SwitchAutoEncoder-1/l2_loss__MAX","fanciful-sky-3 - SwitchAutoEncoder-0/l2_loss","fanciful-sky-3 - SwitchAutoEncoder-0/l2_loss__MIN","fanciful-sky-3 - SwitchAutoEncoder-0/l2_loss__MAX","fanciful-sky-3 - SwitchAutoEncoder-1/l2_loss","fanciful-sky-3 - SwitchAutoEncoder-1/l2_loss__MIN","fanciful-sky-3 - SwitchAutoEncoder-1/l2_loss__MAX"
"3431","1337.2662353515625","1337.2662353515625","1337.2662353515625","","","","","","","","",""
"3433","","","","1091.761962890625","1091.761962890625","1091.761962890625","","","","","",""
"3434","1349.4239501953125","1349.4239501953125","1349.4239501953125","","","","","","","","",""
"3436","1352.933349609375","1352.933349609375","1352.933349609375","","","","","","","","",""
"3438","","","","","","","3380.71240234375","3380.71240234375","3380.71240234375","1594.4512939453125","1594.4512939453125","1594.4512939453125"
"3444","","","","","","","","","","1596.493896484375","1596.493896484375","1596.493896484375"
"3449","","","","","","","","","","1594.70263671875","1594.70263671875","1594.70263671875"
"3454","1348.15576171875","1348.15576171875","1348.15576171875","","","","","","","1601.778564453125","1601.778564453125","1601.778564453125"
"3455","","","","1106.689453125","1106.689453125","1106.689453125","","","","","",""
"3457","","","","1098.4158935546875","1098.4158935546875","1098.4158935546875","","","","","",""
"3459","","","","","","","3269.259765625","3269.259765625","3269.259765625","1581.284912109375","1581.284912109375","1581.284912109375"
"3462","","","","","","","","","","1595.22314453125","1595.22314453125","1595.22314453125"
"3463","1338.867431640625","1338.867431640625","1338.867431640625","","","","","","","","",""
"3465","","","","","","","","","","1595.05078125","1595.05078125","1595.05078125"
"3468","","","","","","","","","","1580.56884765625","1580.56884765625","1580.56884765625"
"3472","","","","","","","3273.61865234375","3273.61865234375","3273.61865234375","","",""
"3474","1336.62451171875","1336.62451171875","1336.62451171875","","","","","","","","",""
"3479","","","","","","","","","","1585.516845703125","1585.516845703125","1585.516845703125"
"3481","","","","1089.349365234375","1089.349365234375","1089.349365234375","3181.84130859375","3181.84130859375","3181.84130859375","","",""
"3482","","","","1089.22412109375","1089.22412109375","1089.22412109375","","","","","",""
"3485","","","","","","","3222.53955078125","3222.53955078125","3222.53955078125","","",""
"3486","1336.85205078125","1336.85205078125","1336.85205078125","","","","","","","","",""
"3489","1341.69287109375","1341.69287109375","1341.69287109375","","","","","","","","",""
"3491","","","","","","","","","","1575.775390625","1575.775390625","1575.775390625"
"3498","","","","","","","","","","1599.98779296875","1599.98779296875","1599.98779296875"
"3500","","","","1094.747802734375","1094.747802734375","1094.747802734375","","","","","",""
"3501","1336.331298828125","1336.331298828125","1336.331298828125","","","","","","","","",""
"3502","","","","","","","3209.685546875","3209.685546875","3209.685546875","","",""
"3503","","","","","","","","","","1581.25048828125","1581.25048828125","1581.25048828125"
"3504","1343.41259765625","1343.41259765625","1343.41259765625","","","","","","","","",""
"3506","1331.66552734375","1331.66552734375","1331.66552734375","","","","","","","","",""
"3508","","","","","","","3173.353515625","3173.353515625","3173.353515625","1583.63525390625","1583.63525390625","1583.63525390625"
"3509","","","","1087.57080078125","1087.57080078125","1087.57080078125","3186.98486328125","3186.98486328125","3186.98486328125","","",""
"3510","1326.4420166015625","1326.4420166015625","1326.4420166015625","","","","","","","","",""
"3513","","","","1090.11279296875","1090.11279296875","1090.11279296875","","","","","",""
"3517","1328.8978271484375","1328.8978271484375","1328.8978271484375","","","","","","","","",""
"3518","","","","","","","","","","1582.698974609375","1582.698974609375","1582.698974609375"
"3520","","","","","","","3158.28759765625","3158.28759765625","3158.28759765625","","",""
"3521","","","","1084.7919921875","1084.7919921875","1084.7919921875","3076.82373046875","3076.82373046875","3076.82373046875","","",""
"3523","","","","","","","","","","1576.20068359375","1576.20068359375","1576.20068359375"
"3525","1336.860107421875","1336.860107421875","1336.860107421875","","","","","","","","",""
"3528","","","","","","","3133.4599609375","3133.4599609375","3133.4599609375","1579.182373046875","1579.182373046875","1579.182373046875"
"3530","","","","","","","","","","1574.00927734375","1574.00927734375","1574.00927734375"
"3532","","","","","","","3150.755859375","3150.755859375","3150.755859375","","",""
"3535","1326.1453857421875","1326.1453857421875","1326.1453857421875","","","","","","","","",""
"3536","","","","","","","","","","1588.8541259765625","1588.8541259765625","1588.8541259765625"
"3538","1320.9010009765625","1320.9010009765625","1320.9010009765625","","","","","","","","",""
"3541","","","","","","","","","","1585.044189453125","1585.044189453125","1585.044189453125"
"3542","1341.3792724609375","1341.3792724609375","1341.3792724609375","","","","","","","","",""
"3544","","","","1091.8414306640625","1091.8414306640625","1091.8414306640625","","","","","",""
"3546","1324.968994140625","1324.968994140625","1324.968994140625","","","","","","","","",""
"3547","1334.364501953125","1334.364501953125","1334.364501953125","","","","3128.001953125","3128.001953125","3128.001953125","","",""
"3550","1324.2177734375","1324.2177734375","1324.2177734375","","","","3197.4541015625","3197.4541015625","3197.4541015625","","",""
"3551","","","","","","","","","","1582.7215576171875","1582.7215576171875","1582.7215576171875"
"3552","","","","","","","3158.668212890625","3158.668212890625","3158.668212890625","","",""
"3554","1339.2200927734375","1339.2200927734375","1339.2200927734375","1093.959228515625","1093.959228515625","1093.959228515625","","","","","",""
"3558","1324.8841552734375","1324.8841552734375","1324.8841552734375","","","","","","","","",""
"3559","","","","","","","","","","1580.932373046875","1580.932373046875","1580.932373046875"
"3560","","","","","","","3101.40576171875","3101.40576171875","3101.40576171875","","",""
"3564","","","","1102.44287109375","1102.44287109375","1102.44287109375","","","","","",""
"3565","1323.6875","1323.6875","1323.6875","","","","","","","","",""
"3566","","","","1089.28515625","1089.28515625","1089.28515625","3139.169921875","3139.169921875","3139.169921875","","",""
"3571","","","","","","","","","","1570.212890625","1570.212890625","1570.212890625"
"3572","","","","","","","","","","1594.19921875","1594.19921875","1594.19921875"
"3577","","","","","","","3151.63525390625","3151.63525390625","3151.63525390625","","",""
"3579","","","","1085.7034912109375","1085.7034912109375","1085.7034912109375","","","","","",""
"3586","","","","","","","3105.20556640625","3105.20556640625","3105.20556640625","","",""
"3589","","","","","","","","","","1575.923095703125","1575.923095703125","1575.923095703125"
"3590","","","","","","","3133.8818359375","3133.8818359375","3133.8818359375","","",""
"3597","1320.6253662109375","1320.6253662109375","1320.6253662109375","","","","","","","","",""
"3598","","","","","","","","","","1564.7469482421875","1564.7469482421875","1564.7469482421875"
"3603","","","","","","","3112.717529296875","3112.717529296875","3112.717529296875","","",""
"3609","","","","","","","3143.1396484375","3143.1396484375","3143.1396484375","","",""
"3612","","","","","","","3088.892578125","3088.892578125","3088.892578125","","",""
"3615","","","","1083.568603515625","1083.568603515625","1083.568603515625","","","","","",""
"3616","","","","","","","3066.1435546875","3066.1435546875","3066.1435546875","","",""
"3620","","","","","","","3081.783447265625","3081.783447265625","3081.783447265625","","",""
"3622","1317.9951171875","1317.9951171875","1317.9951171875","","","","","","","","",""
"3628","1323.9114990234375","1323.9114990234375","1323.9114990234375","","","","","","","","",""
"3629","1339.0191650390625","1339.0191650390625","1339.0191650390625","","","","","","","","",""
"3630","","","","","","","3019.965087890625","3019.965087890625","3019.965087890625","","",""
"3635","","","","","","","","","","1569.374755859375","1569.374755859375","1569.374755859375"
"3637","","","","","","","3013.998046875","3013.998046875","3013.998046875","","",""
"3641","","","","","","","3067.22705078125","3067.22705078125","3067.22705078125","","",""
"3646","1320.3912353515625","1320.3912353515625","1320.3912353515625","","","","","","","","",""
"3649","","","","","","","","","","1576.0048828125","1576.0048828125","1576.0048828125"
"3653","1318.29052734375","1318.29052734375","1318.29052734375","","","","3018.158203125","3018.158203125","3018.158203125","","",""
"3661","","","","","","","","","","1573.801513671875","1573.801513671875","1573.801513671875"
"3666","","","","","","","3026.30419921875","3026.30419921875","3026.30419921875","","",""
"3673","","","","","","","","","","1570.126220703125","1570.126220703125","1570.126220703125"
"3674","1319.008056640625","1319.008056640625","1319.008056640625","","","","","","","","",""
"3676","1324.180419921875","1324.180419921875","1324.180419921875","","","","","","","","",""
"3678","","","","","","","3015.185791015625","3015.185791015625","3015.185791015625","","",""
"3680","","","","","","","","","","1567.892822265625","1567.892822265625","1567.892822265625"
"3688","","","","","","","2999.96044921875","2999.96044921875","2999.96044921875","","",""
"3689","","","","1084.505126953125","1084.505126953125","1084.505126953125","","","","","",""
"3690","","","","","","","2979.170654296875","2979.170654296875","2979.170654296875","","",""
"3692","","","","1075.451416015625","1075.451416015625","1075.451416015625","","","","","",""
"3695","","","","","","","","","","1587.88330078125","1587.88330078125","1587.88330078125"
"3702","","","","1078.319091796875","1078.319091796875","1078.319091796875","","","","","",""
"3712","","","","1063.0234375","1063.0234375","1063.0234375","","","","","",""
"3716","","","","","","","","","","1580.600830078125","1580.600830078125","1580.600830078125"
"3717","","","","","","","2976.72705078125","2976.72705078125","2976.72705078125","","",""
"3730","","","","1070.3961181640625","1070.3961181640625","1070.3961181640625","","","","","",""
"3742","","","","1070.62451171875","1070.62451171875","1070.62451171875","","","","","",""
"3745","","","","1073.237548828125","1073.237548828125","1073.237548828125","","","","","",""
"3748","","","","1067.0489501953125","1067.0489501953125","1067.0489501953125","","","","","",""
"3749","1306.4307861328125","1306.4307861328125","1306.4307861328125","","","","","","","","",""
"3752","","","","","","","2977.923828125","2977.923828125","2977.923828125","","",""
"3754","","","","","","","","","","1570.48291015625","1570.48291015625","1570.48291015625"
"3758","1303.1099853515625","1303.1099853515625","1303.1099853515625","","","","","","","","",""
"3762","","","","1072.77392578125","1072.77392578125","1072.77392578125","","","","","",""
"3763","","","","","","","","","","1558.1595458984375","1558.1595458984375","1558.1595458984375"
"3765","","","","","","","2955.52978515625","2955.52978515625","2955.52978515625","1572.72509765625","1572.72509765625","1572.72509765625"
"3767","1300.954345703125","1300.954345703125","1300.954345703125","","","","2927.96728515625","2927.96728515625","2927.96728515625","","",""
"3769","","","","","","","","","","1556.169677734375","1556.169677734375","1556.169677734375"
"3773","1321.02197265625","1321.02197265625","1321.02197265625","1082.3057861328125","1082.3057861328125","1082.3057861328125","","","","","",""
"3779","1312.49609375","1312.49609375","1312.49609375","","","","","","","","",""
"3793","1315.2052001953125","1315.2052001953125","1315.2052001953125","","","","","","","","",""
"3794","","","","1072.968994140625","1072.968994140625","1072.968994140625","","","","","",""
"3796","1315.040771484375","1315.040771484375","1315.040771484375","","","","","","","","",""
"3797","1312.8050537109375","1312.8050537109375","1312.8050537109375","","","","","","","","",""
"3799","","","","","","","","","","1547.491943359375","1547.491943359375","1547.491943359375"
"3804","","","","","","","2910.279296875","2910.279296875","2910.279296875","","",""
"3806","1304.8316650390625","1304.8316650390625","1304.8316650390625","","","","","","","1552.3209228515625","1552.3209228515625","1552.3209228515625"
"3807","","","","1068.447509765625","1068.447509765625","1068.447509765625","","","","","",""
"3808","1305.400390625","1305.400390625","1305.400390625","","","","","","","","",""
"3809","","","","1062.2054443359375","1062.2054443359375","1062.2054443359375","","","","1549.2830810546875","1549.2830810546875","1549.2830810546875"
"3811","1301.02099609375","1301.02099609375","1301.02099609375","","","","","","","","",""
