"Name","State","Notes","User","Tags","Created","Runtime","Sweep","SwitchAutoEncoder-0.activation_dim","SwitchAutoEncoder-0.auxk_alpha","SwitchAutoEncoder-0.decay_start","SwitchAutoEncoder-0.device","SwitchAutoEncoder-0.dict_class","SwitchAutoEncoder-0.dict_size","SwitchAutoEncoder-0.experts","SwitchAutoEncoder-0.heaviside","SwitchAutoEncoder-0.k","SwitchAutoEncoder-0.layer","SwitchAutoEncoder-0.lm_name","SwitchAutoEncoder-0.seed","SwitchAutoEncoder-0.steps","SwitchAutoEncoder-0.trainer","SwitchAutoEncoder-0.wandb_name","SwitchAutoEncoder-1.activation_dim","SwitchAutoEncoder-1.auxk_alpha","SwitchAutoEncoder-1.decay_start","SwitchAutoEncoder-1.device","SwitchAutoEncoder-1.dict_class","SwitchAutoEncoder-1.dict_size","SwitchAutoEncoder-1.experts","SwitchAutoEncoder-1.heaviside","SwitchAutoEncoder-1.k","SwitchAutoEncoder-1.layer","SwitchAutoEncoder-1.lm_name","SwitchAutoEncoder-1.seed","SwitchAutoEncoder-1.steps","SwitchAutoEncoder-1.trainer","SwitchAutoEncoder-1.wandb_name","SwitchAutoEncoder-2.activation_dim","SwitchAutoEncoder-2.auxk_alpha","SwitchAutoEncoder-2.decay_start","SwitchAutoEncoder-2.device","SwitchAutoEncoder-2.dict_class","SwitchAutoEncoder-2.dict_size","SwitchAutoEncoder-2.experts","SwitchAutoEncoder-2.heaviside","SwitchAutoEncoder-2.k","SwitchAutoEncoder-2.layer","SwitchAutoEncoder-2.lm_name","SwitchAutoEncoder-2.seed","SwitchAutoEncoder-2.steps","SwitchAutoEncoder-2.trainer","SwitchAutoEncoder-2.wandb_name","SwitchAutoEncoder-3.activation_dim","SwitchAutoEncoder-3.auxk_alpha","SwitchAutoEncoder-3.decay_start","SwitchAutoEncoder-3.device","SwitchAutoEncoder-3.dict_class","SwitchAutoEncoder-3.dict_size","SwitchAutoEncoder-3.experts","SwitchAutoEncoder-3.heaviside","SwitchAutoEncoder-3.k","SwitchAutoEncoder-3.layer","SwitchAutoEncoder-3.lm_name","SwitchAutoEncoder-3.seed","SwitchAutoEncoder-3.steps","SwitchAutoEncoder-3.trainer","SwitchAutoEncoder-3.wandb_name","SwitchAutoEncoder-0/auxk_loss","SwitchAutoEncoder-0/cossim","SwitchAutoEncoder-0/dead_features","SwitchAutoEncoder-0/effective_l0","SwitchAutoEncoder-0/frac_alive","SwitchAutoEncoder-0/frac_recovered","SwitchAutoEncoder-0/frac_variance_explained","SwitchAutoEncoder-0/l0","SwitchAutoEncoder-0/l1_loss","SwitchAutoEncoder-0/l2_loss","SwitchAutoEncoder-0/l2_ratio","SwitchAutoEncoder-0/loss","SwitchAutoEncoder-0/loss_original","SwitchAutoEncoder-0/loss_reconstructed","SwitchAutoEncoder-0/loss_zero","SwitchAutoEncoder-0/mse_loss","SwitchAutoEncoder-1/auxk_loss","SwitchAutoEncoder-1/cossim","SwitchAutoEncoder-1/dead_features","SwitchAutoEncoder-1/effective_l0","SwitchAutoEncoder-1/frac_alive","SwitchAutoEncoder-1/frac_recovered","SwitchAutoEncoder-1/frac_variance_explained","SwitchAutoEncoder-1/l0","SwitchAutoEncoder-1/l1_loss","SwitchAutoEncoder-1/l2_loss","SwitchAutoEncoder-1/l2_ratio","SwitchAutoEncoder-1/loss","SwitchAutoEncoder-1/loss_original","SwitchAutoEncoder-1/loss_reconstructed","SwitchAutoEncoder-1/loss_zero","SwitchAutoEncoder-1/mse_loss","SwitchAutoEncoder-2/auxk_loss","SwitchAutoEncoder-2/dead_features","SwitchAutoEncoder-2/effective_l0","SwitchAutoEncoder-2/frac_variance_explained","SwitchAutoEncoder-2/l0","SwitchAutoEncoder-2/l2_loss","SwitchAutoEncoder-2/loss","SwitchAutoEncoder-3/auxk_loss","SwitchAutoEncoder-3/dead_features","SwitchAutoEncoder-3/effective_l0","SwitchAutoEncoder-3/frac_variance_explained","SwitchAutoEncoder-3/l0","SwitchAutoEncoder-3/l2_loss","SwitchAutoEncoder-3/loss"
"fiery-snowball-4","finished","-","","","2024-07-13T10:59:16.000Z","196656","","768","0.03125","80000","cuda:3","dictionary_learning.trainers.switch.SwitchAutoEncoder","196608","8","false","64","8","openai-community/gpt2","0","100000","dictionary_learning.trainers.switch.SwitchTrainer","SwitchAutoEncoder","768","0.03125","80000","cuda:3","dictionary_learning.trainers.switch.SwitchAutoEncoder","196608","8","false","128","8","openai-community/gpt2","0","100000","dictionary_learning.trainers.switch.SwitchTrainer","SwitchAutoEncoder","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00003380681300768629","0.9743984937667848","18948","64","0.000005086263172415784","0.9958122968673706","0.9907139539718628","562.6231689453125","797.918212890625","26.29013442993164","0.974000096321106","738.2438354492188","3.3303747177124023","3.389146089553833","17.364582061767578","746.1253662109375","0.00003116470907116309","0.9802509546279908","39980","128","0.000005086263172415784","0.9972325563430786","0.992851495742798","925.2852783203124","1027.904052734375","23.12702751159668","0.9798949360847472","572.8594970703125","3.26992130279541","3.3095791339874268","17.59981346130371","578.7333984375","","","","","","","","","","","","","",""
"fanciful-sky-3","finished","-","","","2024-07-13T10:59:00.000Z","197340","","768","0.03125","80000","cuda:2","dictionary_learning.trainers.switch.SwitchAutoEncoder","196608","8","false","8","8","openai-community/gpt2","0","100000","dictionary_learning.trainers.switch.SwitchTrainer","SwitchAutoEncoder","768","0.03125","80000","cuda:2","dictionary_learning.trainers.switch.SwitchAutoEncoder","196608","8","false","32","8","openai-community/gpt2","0","100000","dictionary_learning.trainers.switch.SwitchTrainer","SwitchAutoEncoder","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00030907453037798405","0.9269144535064696","175499","8","0.000005086263172415784","0.9681500792503356","0.9742027521133424","5731.01318359375","5972.92919921875","44.092376708984375","0.9269551038742064","2053.173828125","3.3303747177124023","3.777362823486328","17.364582061767578","2072.77099609375","0.000039147435018094257","0.9671542644500732","59984","32","0.000005086263172415784","0.993342936038971","0.9881940484046936","447.277587890625","749.90576171875","29.87538146972656","0.9670089483261108","946.8399658203124","3.26992130279541","3.36531662940979","17.59981346130371","955.7899169921876","","","","","","","","","","","","","",""
