,l0,mse_loss,frac_recovered,delta_ce
2,8.0,2072.77099609375,0.9681500792503356,0.4469881057739258
3,32.0,955.7899169921876,0.993342936038971,0.09539532661437988
0,64.0,746.1253662109375,0.9958122968673706,0.058771371841430664
1,128.0,578.7333984375,0.9972325563430786,0.0396578311920166
