"Name","State","Notes","User","Tags","Created","Runtime","Sweep","GatedSAETrainer-0.activation_dim","GatedSAETrainer-0.device","GatedSAETrainer-0.dict_class","GatedSAETrainer-0.dict_size","GatedSAETrainer-0.l1_penalty","GatedSAETrainer-0.layer","GatedSAETrainer-0.lm_name","GatedSAETrainer-0.lr","GatedSAETrainer-0.seed","GatedSAETrainer-0.trainer","GatedSAETrainer-0.wandb_name","GatedSAETrainer-0.warmup_steps","GatedSAETrainer-1.activation_dim","GatedSAETrainer-1.device","GatedSAETrainer-1.dict_class","GatedSAETrainer-1.dict_size","GatedSAETrainer-1.l1_penalty","GatedSAETrainer-1.layer","GatedSAETrainer-1.lm_name","GatedSAETrainer-1.lr","GatedSAETrainer-1.seed","GatedSAETrainer-1.trainer","GatedSAETrainer-1.wandb_name","GatedSAETrainer-1.warmup_steps","GatedSAETrainer-0/aux_loss","GatedSAETrainer-0/cossim","GatedSAETrainer-0/frac_alive","GatedSAETrainer-0/frac_recovered","GatedSAETrainer-0/frac_variance_explained","GatedSAETrainer-0/l0","GatedSAETrainer-0/l1_loss","GatedSAETrainer-0/l2_loss","GatedSAETrainer-0/l2_ratio","GatedSAETrainer-0/loss","GatedSAETrainer-0/loss_original","GatedSAETrainer-0/loss_reconstructed","GatedSAETrainer-0/loss_zero","GatedSAETrainer-0/mse_loss","GatedSAETrainer-0/sparsity_loss","GatedSAETrainer-1/aux_loss","GatedSAETrainer-1/cossim","GatedSAETrainer-1/frac_alive","GatedSAETrainer-1/frac_recovered","GatedSAETrainer-1/frac_variance_explained","GatedSAETrainer-1/l0","GatedSAETrainer-1/l1_loss","GatedSAETrainer-1/l2_loss","GatedSAETrainer-1/l2_ratio","GatedSAETrainer-1/loss","GatedSAETrainer-1/loss_original","GatedSAETrainer-1/loss_reconstructed","GatedSAETrainer-1/loss_zero","GatedSAETrainer-1/mse_loss","GatedSAETrainer-1/sparsity_loss"
"faithful-yogurt-5","running","-","","","2024-07-13T08:40:04.000Z","53854","","768","cuda:7","dictionary_learning.dictionary.GatedAutoEncoder","24576","20.56","8","openai-community/gpt2","0.00005","0","dictionary_learning.trainers.gdm.GatedSAETrainer","GatedSAETrainer","1000","768","cuda:7","dictionary_learning.dictionary.GatedAutoEncoder","24576","30","8","openai-community/gpt2","0.00005","0","dictionary_learning.trainers.gdm.GatedSAETrainer","GatedSAETrainer","1000","13784.0810546875","","","","0.9617684483528136","33.08935546875","","","","24085.84765625","","","","2381.23583984375","385.2398681640625","20106.86328125","","","","0.9492862820625304","15.6204833984375","","","","30378.390625","","","","3159.568359375","237.06532287597656"
"absurd-armadillo-4","finished","-","","","2024-07-13T08:39:48.000Z","51872","","768","cuda:6","dictionary_learning.dictionary.GatedAutoEncoder","24576","9.65","8","openai-community/gpt2","0.00005","0","dictionary_learning.trainers.gdm.GatedSAETrainer","GatedSAETrainer","1000","768","cuda:6","dictionary_learning.dictionary.GatedAutoEncoder","24576","14.09","8","openai-community/gpt2","0.00005","0","dictionary_learning.trainers.gdm.GatedSAETrainer","GatedSAETrainer","1000","6471.3515625","0.9502999782562256","0.00004069010537932627","0.9877426028251648","0.9842393398284912","86.309326171875","1533.554443359375","37.37459945678711","0.955512762069702","18172.8984375","3.3303747177124023","3.5023977756500244","17.364582061767578","1438.06787109375","1062.67578125","8154.59375","0.939529836177826","0.00004069010537932627","0.982342541217804","0.9703220129013062","35.64306640625","704.9683227539062","40.845314025878906","0.9403757452964784","17816.7109375","3.26992130279541","3.522951364517212","17.59981346130371","1717.0882568359375","564.1171264648438"
"solar-smoke-2","finished","-","","","2024-07-13T08:39:44.000Z","52969","","768","cuda:3","dictionary_learning.dictionary.GatedAutoEncoder","24576","1","8","openai-community/gpt2","0.00005","0","dictionary_learning.trainers.gdm.GatedSAETrainer","GatedSAETrainer","1000","768","cuda:3","dictionary_learning.dictionary.GatedAutoEncoder","24576","1.46","8","openai-community/gpt2","0.00005","0","dictionary_learning.trainers.gdm.GatedSAETrainer","GatedSAETrainer","1000","176.92796325683594","0.999501407146454","0.00004069010537932627","0.9996459484100342","0.9998784065246582","733.0106201171875","2288.524169921875","3.913240909576416","0.996691107749939","2142.02099609375","3.3303747177124023","3.335343599319458","17.364582061767578","15.964256286621094","1948.878173828125","357.5518798828125","0.9984543323516846","0.00004069010537932627","0.9995059967041016","0.9992587566375732","805.2034912109375","2221.821044921875","6.802419662475586","0.9969862699508668","3115.2333984375","3.26992130279541","3.2770004272460938","17.59981346130371","48.07682037353515","1850.6416015625"
"super-pond-1","finished","-","","","2024-07-13T08:39:44.000Z","51669","","768","cuda:4","dictionary_learning.dictionary.GatedAutoEncoder","24576","2.13","8","openai-community/gpt2","0.00005","0","dictionary_learning.trainers.gdm.GatedSAETrainer","GatedSAETrainer","1000","768","cuda:4","dictionary_learning.dictionary.GatedAutoEncoder","24576","3.11","8","openai-community/gpt2","0.00005","0","dictionary_learning.trainers.gdm.GatedSAETrainer","GatedSAETrainer","1000","3244.373046875","0.9685524702072144","0.00004069010537932627","0.9927898645401","0.9899781346321106","523.408447265625","4199.6708984375","30.41826057434082","0.9841817617416382","10093.599609375","3.3303747177124023","3.431563138961792","17.364582061767578","969.7067260742188","2751.1318359375","1491.67626953125","0.9849917888641356","0.00004069010537932627","0.9976735711097716","0.9923139214515686","530.9619140625","1741.81884765625","20.90458297729492","0.987014651298523","6693.18212890625","3.26992130279541","3.3032593727111816","17.59981346130371","447.7106323242187","1513.2750244140625"
"serene-plant-2","finished","-","","","2024-07-13T08:39:44.000Z","51594","","768","cuda:5","dictionary_learning.dictionary.GatedAutoEncoder","24576","4.53","8","openai-community/gpt2","0.00005","0","dictionary_learning.trainers.gdm.GatedSAETrainer","GatedSAETrainer","1000","768","cuda:5","dictionary_learning.dictionary.GatedAutoEncoder","24576","6.62","8","openai-community/gpt2","0.00005","0","dictionary_learning.trainers.gdm.GatedSAETrainer","GatedSAETrainer","1000","3213.54931640625","0.964131236076355","0.00004069010537932627","0.9926445484161376","0.9886342883110046","308.4468994140625","2597.927734375","31.888023376464844","0.9749326705932616","12468.984375","3.3303747177124023","3.4336023330688477","17.364582061767578","1053.774658203125","1792.6346435546875","8968.025390625","0.9365889430046082","0.00004069010537932627","0.9807283878326416","0.96932053565979","95.2742919921875","1390.1123046875","41.98253631591797","0.941771388053894","17921.384765625","3.26992130279541","3.546081781387329","17.59981346130371","1815.49267578125","1141.9906005859375"
