,l0,mse_loss,frac_recovered,delta_ce
3,8.206787109375,3492.701171875,0.9255402088165284,1.067000389099121
2,12.566650390625,2559.174560546875,0.9579382538795472,0.5903034210205078
5,23.200927734375,1837.4671630859373,0.9785899519920348,0.3068037033081059
4,48.8880615234375,1253.7666015625,0.9901224970817566,0.13862347602844238
7,82.66162109375,950.4469604492188,0.99338698387146,0.09476351737976074
1,104.4046630859375,870.0953979492188,0.9947134852409364,0.07575511932373047
0,127.900146484375,791.554931640625,0.9953534007072448,0.06521177291870117
6,159.738525390625,710.6533203125,0.9960606098175048,0.05528640747070268
9,289.6943359375,508.3369140625,0.9972550868988036,0.03933382034301802
